T2_max,T2_WRF_max,T2_min,T2_WRF_min,P_WRF_max,P_WRF_min,U10_WRF_max,U10_WRF_min,V10_WRF_max,V10_WRF_min
13.98,13.46347,6.53,7.066803,1016.9465,1009.2333,1.9979228,-0.03531098,-11.152487,-2.1397662
13.86,13.014252,9.06,9.3367,1019.282,1011.64703,5.3245683,-0.13346046,-4.469478,-0.2664334
14.79,14.681702,9.9,8.955017,1021.21796,1019.65814,1.7611214,0.046467315,-5.687191,-3.0133755
14.19,13.060577,10.03,9.545074,1020.73346,1017.30585,2.590025,-0.11936283,-3.4599805,-0.3816812
16.01,14.630951,8.22,8.924774,1017.5784,1013.77905,2.1718085,-0.10604954,-8.008976,-1.5586798
16.7,15.39209,13.91,12.533051,1013.5821,1008.3693,5.646423,0.3144849,-14.358807,-3.6111214
16.53,14.91687,10.66,11.198761,1015.8618,1012.5044,-3.9169247,-0.06935861,-8.87749,-0.43937445
18.39,15.721771,14.1,13.952942,1013.66437,1008.9434,2.702809,0.11456374,-9.319632,-4.7520776
16.03,14.472351,13.79,13.443848,1008.442,1004.1395,3.4358943,0.21965896,-13.843413,-1.6857013
15.56,13.92215,11.32,11.720215,1008.4186,1003.7565,6.337261,1.4348522,-12.282189,-5.699043
13.67,11.87262,11.18,10.017487,1012.27484,1008.0437,8.087757,2.0541482,-6.6832848,1.0652373
12.77,11.119049,7.02,7.8072205,1024.7931,1011.7701,6.688857,0.09969573,6.3850336,-0.14230447
12.92,11.557251,4.84,5.505005,1027.2253,1025.4913,-4.540819,-2.1441135,3.3299804,-0.05885614
12.34,11.481384,3.93,4.97171,1025.5029,1023.70264,-3.6083186,0.038348023,2.7236416,0.062297795
13.16,13.706024,3.43,5.0786133,1023.9932,1015.64197,-3.5448515,-0.027009731,1.6817433,-0.08589933
12.41,11.9991455,3.96,6.0110474,1015.2826,1011.6024,3.0705805,0.023718523,-2.685644,-0.023994194
14.15,12.483032,8.97,7.2913513,1019.3375,1013.6884,3.117705,-0.01234239,4.742075,0.33713624
12.75,10.900269,8.49,7.7009277,1029.0618,1019.93286,6.4326034,-0.09265176,5.2680025,0.4219778
12.39,11.175873,4.51,6.1480103,1029.4302,1021.7443,-4.1047792,0.112118326,3.7867727,0.051830642
14.22,12.809296,3.12,5.239044,1021.29065,1013.88513,2.586751,0.0005174071,-8.074663,-0.18891576
14.7,13.92215,10.3,10.301758,1015.7683,1012.6992,5.0804706,0.21092515,-9.718928,-0.020901062
13.79,12.626221,6.74,8.134827,1016.1894,1015.29065,-2.3302376,-0.040446848,-1.7991407,0.19395962
15.03,13.009888,8.94,8.247833,1015.87726,1011.7088,6.324665,-0.021465005,-10.812225,0.31011903
14.15,12.840546,7.14,8.807526,1019.79803,1015.9676,2.1352067,0.046851873,-4.776329,-0.31318775
13.26,13.502869,7.92,7.7980347,1021.3335,1016.5288,-2.0489187,-0.13201378,-2.9153557,0.01834915
15.8,15.012329,8.32,7.625244,1017.04803,1011.58484,-3.8590612,0.031136137,-5.656753,-0.026994022
15.77,14.650757,8.77,10.879486,1011.2714,1003.6609,-1.6859641,-0.043023452,-5.8942256,1.3311504
16.65,14.465088,11.73,10.769928,1006.11505,1001.25195,-5.6103625,0.29519308,-12.071166,-0.1687825
13.88,12.0078125,10.57,8.855621,1007.6877,1002.0377,-8.746393,-0.7446678,-13.539291,0.56210446
13.26,12.657074,10.71,10.034302,1018.9255,1004.8931,6.09618,-0.23851594,-14.396109,-1.8259028
13.28,12.075653,10.22,9.397705,1022.94446,1019.46545,5.2454324,-0.2008886,-5.6141143,-0.03131875
13.69,13.050568,11.2,10.511383,1021.1947,1013.64575,9.515573,1.0343188,-11.247661,-0.66025764
12.8,12.39682,10.83,8.943665,1016.03,1010.8921,11.460923,2.547817,-6.3246346,-0.3066571
13.14,12.408264,7.22,7.3815613,1018.88727,1010.4272,7.279273,0.10815122,-12.627752,-0.32569206
14.17,13.343811,11.25,11.399841,1013.4178,1006.87256,7.289382,0.6076616,-12.379003,-1.0393412
14.67,13.51947,10.64,10.843262,1006.84204,993.3784,15.873988,4.429037,-13.71252,-2.5043652
12.19,11.366455,10.05,7.719757,1018.3289,995.1185,13.426788,0.6797559,7.259148,1.0519168
10.76,9.324707,6.99,6.188202,1020.68823,1018.0182,5.1341515,-0.029023502,-2.9537518,-0.11312308
12.94,12.075928,8.99,7.645752,1019.1297,1013.3912,8.629644,0.790445,-8.477991,-3.059752
13.33,12.565735,12.07,11.861084,1014.0684,1007.5259,8.005991,1.8546441,-9.671157,-3.176681
12.58,12.314697,8.07,8.621674,1017.8181,1007.761,5.9398656,0.51401603,-4.3826976,0.1709789
13.83,11.7335205,6.79,6.3207703,1018.5828,1007.3161,-2.2263744,0.17197092,-12.597959,-0.23040175
12.7,12.4878235,10.27,9.3793335,1008.5008,1000.5971,7.1992927,1.2181072,-8.600882,-0.0040513226
11.9,10.235809,8.19,8.420502,1015.9261,1008.8685,6.993929,0.8688341,-6.1301665,-0.19159032
11.52,10.286713,6.96,7.215515,1021.26416,1016.09485,6.750351,-0.13040097,-3.0309598,-0.08409042
12,10.568848,5.87,5.4394836,1019.5145,1011.108,2.980842,-0.010178537,-9.638615,-2.5110223
14.6,12.298126,11.32,10.047424,1010.9805,998.68976,3.789105,-0.10255711,-19.582867,-10.846279
15.41,13.293518,10.83,9.809387,1006.56604,992.2439,9.5292015,-0.08807066,-22.072588,-6.532571
12.41,10.561554,8.44,9.098236,1014.9868,1004.404,10.589552,0.8566648,-13.578269,0.0925317
12.46,11.8906555,5.87,8.037506,1021.90076,1013.0174,7.8980355,1.5493076,-17.04406,-0.2079773
13.83,12.988922,12.58,11.930542,1015.0825,1010.659,6.756998,1.9854274,-15.261966,-9.079574
13.02,12.504974,8.12,8.211365,1012.7071,1009.4955,5.8518934,-0.24033844,-10.7894745,0.11287295
9.98,8.968567,6.43,5.8378906,1025.2726,1012.8501,5.9859757,-0.46441513,5.474349,-0.08337079
10.37,8.78363,2.69,4.0856934,1030.615,1025.389,-4.372644,0.90657395,3.2643268,0.032947306
10.69,9.947876,2.93,3.8334656,1030.3044,1022.4634,-4.7480173,-1.828247,4.9495754,0.459301
12.73,10.582062,2.26,3.087799,1022.8158,1020.372,-3.1900177,0.24352582,-2.3219712,0.039533943
12.12,10.710175,4.22,3.4257507,1023.0135,1019.50806,-5.027409,-1.0341084,-2.3586757,0.110233955
12.24,10.265808,2.05,3.2205505,1019.45337,1018.11694,-3.5258918,-0.90189373,-2.693886,0.06870937
11.52,9.905609,2.02,3.237732,1019.5206,1017.71985,2.2496126,0.15868154,-4.2017455,-1.4602618
14.36,11.062653,7.22,5.490692,1018.0907,1009.40234,-2.5003912,-0.12871969,-11.412334,-0.36354512
12.97,11.642609,7.02,7.1235046,1012.76984,1001.7009,8.295171,0.21072398,-17.980963,0.06591592
9.44,8.868561,5.31,5.2821045,1012.8631,1006.5572,-2.4169173,-0.7635796,-2.4464798,-0.07074459
10.3,9.133545,4.48,5.5063477,1010.26935,1004.2654,7.572665,-0.08337126,-9.329317,0.1219191
11.49,10.444,7.72,7.4553833,1012.81366,1003.1438,10.044522,1.5803324,-19.712378,0.16778445
9.24,8.031647,6.18,5.486511,1021.4894,1012.77563,9.477164,-0.22705299,7.930553,-0.033713024
9.9,8.717499,2.88,3.8851929,1031.7407,1022.10034,-3.3653271,-0.48726973,3.7662678,-0.06428925
8.47,7.6296387,0.99,2.839447,1031.9855,1028.3822,-3.2705202,-1.903995,3.0113778,-0.01235615
8.77,9.051331,1.34,2.1880798,1028.5906,1020.824,-3.5463388,-0.025065796,1.9344255,-0.057599694
10.76,9.619537,0.66,2.9119263,1021.16656,1012.8108,2.7212508,0.010624505,-3.9108531,0.0730984
10.52,10.044983,5.57,5.3850403,1012.706,1007.6749,5.7419553,-0.087234005,-8.583825,-0.54180187
11.2,10.274902,7.37,7.2704773,1018.09436,1008.9101,11.531277,-0.034002375,-11.732191,0.042833433
11.54,10.721222,8.39,7.587311,1018.2628,1016.8028,11.837953,5.0250573,-11.677658,-6.067087
11.64,10.698944,10.71,10.150482,1018.5097,1016.23157,7.100306,1.4612969,-11.4335375,-4.5023046
11.95,10.683746,8.99,8.773254,1017.46405,1015.6472,1.9812511,-0.0035825714,-5.825598,-3.5342882
12.41,11.024475,9.11,8.070618,1016.52704,1007.0027,1.5500093,0.35698056,-12.829221,-2.7418437
12.1,11.213135,10.61,9.276611,1013.1585,1005.9687,6.3789806,0.92563576,-14.485703,-5.6930933
12.53,11.558319,7.49,8.412109,1013.4509,1006.2198,6.2506275,1.0452464,-16.586172,-0.5290985
11.08,10.302002,6.59,5.8355103,1011.9532,999.77704,7.7972293,0.17420745,-12.200102,-3.1829398
11.22,9.299744,8.49,5.7863464,1016.7249,1001.4199,11.923922,3.0062532,-12.624406,-0.001412419
10.57,9.261322,8.24,7.5772705,1020.95404,1017.1145,10.43707,6.8128815,-7.6652803,-0.12080102
10,9.71814,5.85,6.715912,1016.9763,1012.95825,6.9410157,0.10932619,-5.4712553,0.26273018
9.51,8.681488,4.53,4.241272,1020.1889,1014.6486,4.4282064,-0.11203861,-3.4035647,0.18133819
10.91,9.662445,4.48,4.6140747,1020.9296,1019.27875,3.4989977,0.18473615,-7.5036035,-2.2612822
10.74,10.254486,8.54,7.258606,1020.8233,1017.877,6.213495,0.087633915,-9.091874,-0.022274677
10.88,9.825653,7.07,6.0762634,1022.0781,1014.5789,8.382524,0.011408919,-9.075856,0.23946407
10.12,8.566772,6.64,6.790497,1025.4022,1013.8074,7.1798677,2.5411959,5.4507885,-0.009945849
9.88,8.679993,4.79,4.446106,1030.7341,1026.2318,4.4474616,0.0654807,4.842043,0.028601686
10.32,9.698669,1.51,2.785492,1030.0846,1020.034,3.0983906,0.3851685,-7.0876565,-0.13071479
11.81,10.855774,10.39,8.587555,1019.9227,1017.99854,3.3264258,0.7608068,-8.28249,-2.2358546
12.51,11.414124,10.17,8.685547,1017.9341,1015.2114,3.2517567,0.0046639307,-4.621465,0.023101129
13.5,11.108765,9.19,7.8168945,1014.9176,1011.70404,3.5196867,0.06527454,-8.063095,-0.6965621
12.49,10.956299,9.63,9.166016,1016.97845,1012.7347,5.651187,0.9011579,-10.820968,-1.4337252
10.37,9.2517395,4.95,5.4049377,1023.5924,1017.60333,5.7126617,-0.018292911,4.0847363,-0.023318313
9.34,8.5399475,4.19,3.6878052,1021.7603,1011.5993,-5.539676,-0.58989733,3.380983,0.2513551
9.36,7.973358,4.53,4.329712,1024.4552,1014.99915,-3.6283677,-0.13045388,6.2422323,-0.029888162
9.56,8.411896,4.79,4.032501,1034.9872,1024.9144,-2.6298354,-0.12125381,4.813097,-0.14583294
9.68,8.966187,5.72,4.317688,1035.3759,1033.8395,-2.9025962,-0.009221143,4.8148165,-0.5257321
10.88,9.631134,4.14,5.371887,1034.2546,1024.9243,-3.1487527,-0.10735504,4.307505,-0.068377435
8.72,9.085236,3.75,3.6979675,1024.3824,1015.04443,3.5579085,-0.017517569,-4.2518134,-0.18536617
9.98,9.055267,6.05,5.878937,1024.6062,1012.74133,5.9538126,-0.38910148,-8.548498,0.3602325
9.51,8.9253235,1.1,2.8424683,1029.5487,1024.8568,-3.3294427,-0.05811481,-2.3276453,0.0011120448
11.13,10.986023,2.07,3.0348206,1028.089,1023.1429,3.1299772,0.011768433,-6.6403017,-1.6328477
11.47,10.4704895,9.24,9.064453,1025.2345,1021.34955,2.7761772,-0.26497132,-6.829042,-1.2201787
10.76,11.2677,3.51,3.522644,1027.1559,1020.9607,-4.3448963,0.24627276,3.6115363,0.013608432
12.24,11.836578,3.27,4.988739,1020.79736,1006.894,-2.9318316,0.21621165,-7.7942224,-0.03804582
11.93,10.975861,8.77,9.46875,1013.2953,1005.9383,8.653732,1.6069176,-14.390149,-5.69417
11.39,9.471588,8.62,6.3590393,1017.52124,1013.31085,9.60996,1.5327673,-8.177812,0.3168403
10.34,8.532471,7.44,5.6255493,1024.0295,1016.86615,6.371745,-0.95661914,-3.5167863,0.15352331
10.1,8.701752,3.41,3.7543945,1029.4366,1024.3473,-3.1823683,0.19187537,5.895531,0.22676589
8.94,8.039215,1.75,2.873993,1030.6382,1029.2157,2.893901,-0.13361925,6.4748173,0.022631032
10.2,9.950348,4.25,3.9826355,1030.434,1028.946,-2.8961136,0.23395039,6.0330105,-0.54416347
11.13,12.122253,1.99,3.641388,1030.0577,1024.0758,-3.178139,-0.42479435,3.335924,0.02100074
9.83,9.954285,2.69,3.5054626,1024.1617,1021.63947,-2.7566547,0.08453773,4.0601954,-0.070199735
10.25,8.565491,5.95,5.882141,1023.6895,1022.88635,3.2662747,-0.08557495,2.017577,-0.04294525
9.26,8.835449,6.46,4.543152,1023.7112,1015.66327,2.4029276,-0.27440095,-2.3969352,-0.704237
11.25,10.454681,6.08,5.4316406,1015.4865,1000.62335,3.838348,0.010673401,-15.491459,0.34568515
12.29,10.407288,10.52,9.4835205,1001.4266,990.86,9.162882,-0.28257546,-18.330524,-10.077926
12.49,10.856079,9.39,8.841461,1004.764,1000.784,9.50203,1.1348569,-10.412155,-5.71571
10.3,9.995789,7.69,7.955658,1004.36304,999.892,6.6531243,0.9869089,-9.045596,-5.605905
9.14,9.414368,6.1,6.686371,1007.5321,1004.13525,5.9141073,0.0049347025,-7.4494224,-0.8884067
10.05,8.930481,6.05,4.8035583,1017.6543,1007.27435,4.2527547,-0.11605847,3.6163778,-0.013280921
8.42,7.8562317,5.67,4.1112366,1012.90704,993.6654,-10.949178,-0.568905,6.825528,0.28871262
9.01,7.7373047,6.1,5.085327,1017.6792,1000.3141,9.394825,1.5547806,7.4553084,-0.16533147
7.84,7.033264,1.51,2.2887878,1020.252,1017.9074,3.1505961,0.07791785,4.6015058,0.015387773
9.01,8.501923,4.12,1.8698425,1020.38354,1010.23096,9.309215,-0.04530756,-8.261849,0.43002534
9.71,8.33609,5.95,6.340088,1010.0853,1004.90576,14.181569,6.844984,-8.596709,-1.8118349
10.05,8.319946,4.04,4.55661,1016.7967,1006.0938,13.384331,-0.3507844,9.307179,0.26068527
10.79,9.8479,7.59,4.770752,1015.933,1001.9609,7.028838,-0.0003089654,-15.77364,-2.8756528
12.41,11.243195,7.72,7.5663757,1014.06006,1006.77167,4.4626303,0.88179624,-6.170964,1.8180385
14.43,12.463226,11.56,10.7560425,1011.2098,1008.8468,4.544559,0.35964623,-12.402993,-7.443469
12.03,11.139557,9.85,9.118683,1013.65265,1008.5528,4.8144865,0.44522485,-10.603594,-3.6548152
12.73,10.168182,9.14,7.7836,1018.8261,1013.0489,2.7569983,0.039237775,-5.17249,-0.11882081
11.49,11.594177,8.82,7.4562683,1021.8119,1018.8608,2.1972191,0.0382982,2.2698102,-0.040841885
11,10.919037,6.03,5.9952393,1021.81195,1017.836,3.2461164,-0.073434114,2.7137043,0.30289945
9.58,10.690155,7.22,4.825897,1017.8596,1013.8636,2.0502443,-0.04999896,1.8082795,-0.024777105
12.92,11.95105,6.43,5.541443,1014.683,1012.4219,1.6204889,0.010531204,-10.975418,-0.10039088
12.82,10.789825,8.24,7.9933167,1012.07947,1008.7898,-4.7653227,0.055069722,-8.906295,-2.5735703
11.47,11.78772,6.56,5.785797,1019.20337,1012.0744,-6.5292563,-0.083929,-3.4411922,0.03574634
11.9,10.799713,4.06,4.6905518,1027.4047,1020.18225,4.8412,0.094169006,-3.8898888,-0.6690841
12.41,10.04071,6,5.787018,1027.9913,1022.8861,1.981364,0.021942686,-7.6354194,-0.9407861
11.42,10.328461,8.87,7.535492,1023.49164,1016.52435,4.538112,0.429166,-7.9666853,-0.33760133
12.34,11.273926,6.36,4.8645935,1016.34125,1006.71295,3.718439,-0.031385746,-9.657259,-2.1649106
11.78,11.107605,9.39,7.040985,1007.43115,991.2572,5.1383486,-0.1863167,-13.072592,-0.0016122701
11.47,8.726807,6.13,5.616791,1006.8834,990.7327,13.602613,0.24908598,-8.910137,-0.94032466
10.96,8.825317,6.48,6.0229797,1024.0092,1007.36414,8.494072,0.47971058,-3.9597356,0.20332143
10.25,9.164612,6.46,5.2460938,1024.7004,1019.54736,6.0454307,0.50487894,-6.580391,-2.4607675
11.1,9.824005,9.04,8.716248,1020.3594,1017.8116,6.354754,3.6093318,-6.9297276,-4.430433
11.32,10.315186,10.27,8.796204,1020.7383,1015.3265,6.806191,1.6770048,-10.391758,-5.9303794
11.32,10.237946,8.74,8.39563,1017.07544,1014.4075,6.572416,1.7505487,-7.98026,-1.9447126
11.05,9.917511,7.32,6.21875,1019.5989,1016.72046,6.318228,0.18464902,-5.234225,-0.46252406
11.05,10.06842,6.18,4.8624573,1027.0245,1019.87415,2.9367056,0.05441363,3.3187385,-0.08337221
10.32,9.622314,4.51,4.205536,1029.9246,1027.4575,3.1518788,0.36112797,4.635051,-0.019879982
12.56,12.195831,4.25,4.992218,1027.1489,1014.44025,-3.5846279,0.15619725,6.132532,0.20884812
12.92,12.044525,8.34,5.869629,1021.1859,1014.78394,4.3102303,0.09725572,-7.930752,0.0385769
14.15,12.353699,10.49,9.588989,1021.5022,1017.11206,2.0074637,-0.045129195,-10.781515,-6.626356
13.11,14.590363,9.11,10.881592,1017.07794,1008.4282,3.8252468,0.13144577,-6.883816,-3.0858068
12.15,10.589355,8.59,6.8795166,1021.2709,1004.79474,6.50274,-0.3410363,-13.708952,-1.9390253
10.64,9.686035,4.14,4.5875854,1024.748,1022.2368,7.329237,-0.05754274,-4.846653,0.081216566
12.05,10.55069,5.74,4.7674255,1024.3966,1022.1678,4.9151487,-0.0398459,-5.7281694,-0.59708005
12.24,10.726501,4.12,5.2015686,1024.167,1017.7107,3.1609035,0.052167863,-2.7601993,-0.55356187
12.63,11.412598,5.31,5.024719,1017.649,1006.21094,8.840372,0.06086958,-10.378591,-0.2627814
10.81,9.519257,7.04,6.984741,1016.1103,1006.0966,10.30881,2.9788866,-6.9369907,-0.18376432
11.18,10.714569,6.69,4.3529053,1017.2662,1001.59094,6.3513703,0.03757526,-14.406638,-2.091681
10.64,9.336456,7.77,5.4713135,1025.9299,1011.17065,7.653511,-0.10142548,10.294154,1.2249243
10.2,8.560944,7.64,6.615906,1026.188,1023.29095,6.1083584,3.058682,-2.393684,-0.1708956
10.57,10.058533,8.14,5.469055,1023.3898,1019.7718,5.2681193,-0.016803615,-4.472471,-0.6713626
11.32,10.785248,6.89,4.097168,1027.9075,1017.4263,3.0069625,-0.051904537,6.8448334,-0.09843797
11.42,9.826263,1.97,2.723114,1028.6377,1024.1888,-3.799457,-0.1775941,4.699864,0.13335326
12.27,11.416107,5.39,3.4596863,1023.84106,1016.1304,3.671734,0.42250094,5.624909,-0.044545915
11.37,10.243439,7.64,4.524292,1021.48755,1016.69086,2.9545255,-0.02869606,3.115337,-0.13439915
11.88,10.648712,5.92,6.3762207,1021.83264,1017.46344,2.736856,0.15686755,3.3272822,-0.052244507
13.16,11.793579,8.09,6.3409424,1021.2382,1016.80743,3.589541,0.056515064,-5.1072693,-0.709596
13.62,13.014404,8.49,7.488495,1021.636,1016.1666,4.244964,-0.37621173,-5.218245,-1.0515087
13.09,12.923065,7.9,6.6410522,1015.9924,1012.77966,5.222496,0.022126056,-8.360889,0.11979016
12.46,10.734985,7.34,7.1612854,1012.8846,1004.5837,9.081307,0.055417564,-12.29763,0.3786743
10.39,9.127411,7.09,5.795624,1021.31555,1007.8296,7.811186,2.113045,4.405845,-0.042343687
12.36,10.40152,8.67,6.4730225,1022.3432,1021.22943,8.512566,3.881391,-6.495597,-2.146582
10.66,10.789825,8.92,8.305328,1024.4491,1020.68384,6.6773124,2.741752,-4.191408,0.2788578
12.03,11.427185,7.19,5.3518066,1028.201,1023.94666,3.7795727,0.5325632,2.4090023,-0.009615865
12.46,12.432953,9.06,5.614563,1027.638,1022.7488,4.3694706,0.21999131,-2.746448,0.12964697
14.62,15.382477,9.24,7.652527,1022.75146,1014.15735,2.7748268,-0.013209515,4.402481,0.46880683
13.67,12.2612915,9.68,8.656189,1018.2924,1012.9132,4.5339737,0.47437176,-5.713919,-0.11606688
12.12,10.768768,5.9,5.0726013,1022.47577,1018.77313,4.2582216,0.15153031,-3.477443,0.031466182
11.81,10.594482,6.81,4.42688,1023.9051,1021.2405,5.934595,-0.552827,5.2921395,0.08304141
11.37,10.152466,8.69,7.9309387,1021.1738,1017.71594,7.467762,2.5588,4.5851665,0.0824267
13.09,11.233826,9.04,7.207245,1020.3514,1013.4162,8.648129,1.6675159,-9.94513,-3.3799512
12.03,11.566437,10.12,9.908234,1016.06805,1011.94904,10.734808,5.993291,-8.524509,-0.37416598
12.41,11.641541,9.66,9.685699,1018.04974,1014.3817,6.6301484,2.4112768,-9.990408,-4.732893
12.41,12.714081,11.08,9.772736,1020.73486,1017.63617,5.497409,0.5658024,-5.487464,-1.1181132
13.62,12.858826,7.57,6.2987976,1021.44196,1020.0032,3.7294307,0.033933032,-2.2397342,-0.1404941
13.5,12.390808,8,6.9851074,1023.1128,1018.592,4.098519,-0.008798266,5.664783,-1.1512519
17.77,15.840759,5.46,3.3051147,1026.7437,1019.7225,-4.5458875,-1.1548209,5.0970154,0.9703087
23.5,19.365936,10.86,7.5917053,1019.55255,1012.599,-6.2251415,0.19909242,3.059431,0.010482527
13.88,13.192902,10.88,8.180756,1016.1157,1012.50134,5.876271,0.26371467,-7.315667,-0.15509476
14.62,14.468903,10.44,9.741791,1016.39343,1008.9311,4.5460668,0.6486741,-9.952539,-5.6474805
13.5,12.439056,8.17,8.433014,1012.95917,1002.7875,9.581334,1.4668657,-11.458351,-0.586008
12.73,11.354919,7.62,7.204254,1026.4218,1014.6181,7.9855957,2.2038412,5.455721,0.07071771
13.11,12.430756,6.33,5.4096375,1027.2072,1022.41205,3.5053756,-0.07221506,6.057066,-0.014303245
13.11,12.238129,7.49,5.713562,1022.3696,1019.83966,3.9363253,0.20014718,2.3551745,-0.013208537
14.41,12.698517,8.57,7.1493225,1020.42017,1018.95056,3.459974,0.01064589,-4.0935173,-0.5153001
14.34,13.704956,8.87,6.6770325,1021.59467,1019.109,3.3266773,0.050478596,4.528791,-0.11497322
13.16,13.364044,7.34,6.7993774,1018.92365,1013.0386,4.659061,-0.004930558,-3.9324436,0.022526082
13.28,12.049408,9.31,6.548645,1020.712,1012.3142,8.981121,0.5827009,-9.768129,0.7464662
13.4,12.818481,6.91,5.609314,1020.71436,1016.2029,-4.6840134,0.24854438,4.65597,-0.061712254
11.69,13.369751,8.97,8.486847,1017.2145,1015.03033,3.0356963,-0.0666083,5.4198976,-0.170954
12.82,12.272003,9.04,8.518799,1018.2969,1014.1512,6.780123,0.03902312,-5.403303,0.02314519
12.19,11.147583,9.51,8.2247925,1017.02563,1008.0563,10.267784,0.8898186,-7.9017153,-0.96115136
12.17,11.5242,7.59,7.369049,1027.2957,1006.6731,10.869196,1.4423273,8.102016,0.026633248
12.15,11.352875,3.88,4.1922913,1029.3479,1024.565,3.7845943,-0.24882305,4.078211,-0.1457785
12.32,12.721954,7.77,5.3786926,1024.4778,1018.354,5.3873687,-0.14840807,-5.260593,-0.282094
13.52,11.759613,10.37,7.0121765,1021.87695,1018.97107,3.3611267,-0.16574,4.0733337,0.29569307
12.85,12.779114,9.19,6.948395,1021.31396,1019.35095,3.3588824,0.5727241,4.0564427,-0.12354583
12.65,12.193878,9.53,8.837006,1019.73456,1018.30133,4.5312943,0.19004132,-5.7438154,-0.17997047
12.46,12.357697,11.64,11.138306,1018.623,1014.30304,6.4794836,0.75337064,-6.297407,-0.28484285
14.58,13.516388,10.1,9.813934,1019.85046,1015.1658,5.8654895,0.21189788,1.7888703,-0.0051403088
14.1,14.900452,8.99,8.130768,1020.26776,1014.95087,3.552725,0.13005765,-3.9061396,0.4638851
15.2,15.54892,12.29,11.110962,1014.9246,1012.47125,5.5388956,0.021109017,-8.956825,-0.47944364
13.67,12.907928,9.98,9.368225,1019.086,1012.4851,9.037803,1.6547751,-9.27195,1.5612673
13.04,12.687775,7.97,6.242401,1018.613,1015.7073,4.233194,0.31836,4.4648557,-0.16344191
13.76,12.099945,7.74,5.699768,1023.0067,1016.59924,4.6479163,-0.18032634,3.0791826,0.035530895
15.17,13.965912,9.68,7.367401,1023.32916,1018.9094,4.987016,-0.13045733,-7.28155,-1.137116
13.91,13.301483,10.2,7.40683,1018.8893,1016.58026,3.808006,0.012264587,-4.9673085,0.0038952322
13.74,13.160858,9.68,6.5368958,1018.5837,1013.64307,3.9627874,-0.24354187,-2.3854215,-0.14639322
13.21,12.519775,11.56,8.82373,1018.55945,1009.56177,8.231239,0.036802717,-9.242655,1.2956182
13.64,12.120209,7.37,6.1842957,1022.6661,1019.0199,4.0598397,-0.20454524,7.3484645,0.39831877
13.98,13.525116,8.29,5.811798,1022.70123,1020.8716,5.002688,0.04870687,7.5337124,0.43417072
13.95,13.42627,7.32,6.100952,1023.82117,1022.337,3.3732204,0.1485492,4.7025385,-0.01083905
13.45,17.049652,10.2,8.312073,1023.8257,1021.22906,3.2719414,-0.16814397,6.5830016,0.28497484
17.44,18.728943,9.14,9.557617,1021.4425,1012.4486,-3.4943511,0.008476461,4.930386,0.6339599
15.25,16.568665,9.71,9.354919,1018.5902,1010.1771,3.016073,0.0015840832,4.4259863,0.606007
15.91,16.302338,9.68,8.304413,1021.72595,1018.5428,2.9804442,0.06283444,4.545858,-0.42546758
14.79,16.369293,8.67,7.9778137,1021.2332,1016.0536,3.608867,-0.020325217,5.825575,0.26589906
14.07,14.475555,10.86,9.286804,1016.0608,1009.1916,3.6357458,0.07476907,-3.0621555,-0.0006777421
13.71,13.75589,10.05,10.942413,1008.6277,1003.06805,10.809839,0.4356228,-11.471437,-2.3643725
13.67,12.811066,9.95,10.269989,1015.3979,1004.7528,12.156015,5.0249133,-6.3204823,0.19635245
14.36,13.569977,9.48,9.033173,1019.5323,1015.30786,4.399986,0.09550197,4.053966,-0.023476617
